event_id,data,miasto,latitude,longitude,gatunek,typ_obiektu,pojemnosc,bilety_sprzedane,cena_biletu_pln,przychod_pln
50307,2025-02-01,Łódź,51.7592,19.456,classical,festiwal,16869,13691,190.0,2601290
50308,2024-10-03,Warszawa,52.2297,21.0122,indie,arena,14926,12229,130.0,1589770
50309,2025-05-18,Katowice,50.2649,19.0238,indie,klub,1498,1090,100.0,109000
50310,2025-01-26,Lublin,51.2465,22.5684,metal,teatr,475,431,200.0,86200
50311,2024-05-14,Poznań,52.4064,16.9252,jazz,teatr,838,685,110.0,75350
50312,2024-07-13,Warszawa,52.2297,21.0122,rock,arena,14995,5572,200.0,1114400
50313,2025-02-04,Kraków,50.0647,19.945,indie,klub,898,400,70.0,28000
50314,2025-10-01,Gdańsk,54.352,18.6466,rock,teatr,1712,995,140.0,139300
50315,2024-02-02,Szczecin,53.4285,14.5528,metal,stadion,22962,21552,340.0,7327680
50316,2025-11-18,Gdańsk,54.352,18.6466,jazz,teatr,1963,1724,200.0,344800
50317,2025-04-04,Kraków,50.0647,19.945,hip-hop,teatr,1290,737,190.0,140030
50318,2025-04-14,Gdańsk,54.352,18.6466,folk,teatr,1091,1048,90.0,94320
50319,2025-01-09,Poznań,52.4064,16.9252,folk,arena,13492,10594,80.0,847520
50320,2024-01-22,Katowice,50.2649,19.0238,indie,klub,1349,886,60.0,53160
50321,2025-10-31,Warszawa,52.2297,21.0122,folk,festiwal,66356,58879,150.0,8831850
50322,2024-02-07,Katowice,50.2649,19.0238,hip-hop,festiwal,24745,19624,270.0,5298480
50323,2024-08-17,Poznań,52.4064,16.9252,rock,teatr,526,361,250.0,90250
50324,2024-12-30,Szczecin,53.4285,14.5528,metal,klub,1391,1060,70.0,74200
50325,2025-07-16,Wrocław,51.1079,17.0385,hip-hop,klub,791,723,140.0,101220
50326,2025-03-13,Gdańsk,54.352,18.6466,metal,amfiteatr,5889,3597,180.0,647460
50327,2024-10-09,Białystok,53.1325,23.1688,metal,teatr,1766,1402,170.0,238340
50328,2024-01-27,Warszawa,52.2297,21.0122,jazz,amfiteatr,2519,1625,90.0,146250
50329,2024-08-13,Szczecin,53.4285,14.5528,rock,teatr,709,594,160.0,95040
50330,2024-10-03,Łódź,51.7592,19.456,reggae,stadion,34997,13787,180.0,2481660
50331,2025-08-31,Warszawa,52.2297,21.0122,folk,festiwal,55039,40805,190.0,7752950
50332,2024-10-10,Kraków,50.0647,19.945,reggae,amfiteatr,6014,5218,150.0,782700
50333,2025-04-25,Łódź,51.7592,19.456,jazz,stadion,40923,33591,320.0,10749120
50334,2025-03-28,Warszawa,52.2297,21.0122,metal,festiwal,18876,8813,270.0,2379510
50335,2025-10-20,Gdańsk,54.352,18.6466,indie,klub,1039,879,70.0,61530
50336,2025-05-30,Wrocław,51.1079,17.0385,folk,arena,12654,8918,160.0,1426880
50337,2025-06-30,Gdańsk,54.352,18.6466,folk,teatr,613,439,150.0,65850
50338,2024-07-10,Warszawa,52.2297,21.0122,rock,klub,284,190,100.0,19000
50339,2024-02-18,Lublin,51.2465,22.5684,electronic,klub,993,488,100.0,48800
50340,2025-05-26,Szczecin,53.4285,14.5528,pop,klub,284,223,150.0,33450
50341,2024-01-17,Szczecin,53.4285,14.5528,pop,klub,264,260,120.0,31200
50342,2024-06-20,Katowice,50.2649,19.0238,pop,klub,862,614,100.0,61400
50343,2024-08-07,Warszawa,52.2297,21.0122,electronic,arena,3626,3031,280.0,848680
50344,2024-06-06,Katowice,50.2649,19.0238,rock,amfiteatr,5659,2399,200.0,479800
50345,2025-04-21,Warszawa,52.2297,21.0122,electronic,arena,14606,9356,170.0,1590520
50346,2024-02-15,Warszawa,52.2297,21.0122,pop,klub,1138,851,140.0,119140
50347,2025-01-07,Kraków,50.0647,19.945,jazz,klub,1118,1108,120.0,132960
50348,2025-06-01,Poznań,52.4064,16.9252,hip-hop,festiwal,11375,9892,310.0,3066520
50349,2024-04-08,Katowice,50.2649,19.0238,metal,klub,1381,845,100.0,84500
50350,2024-02-06,Łódź,51.7592,19.456,electronic,teatr,890,693,230.0,159390
50351,2024-10-06,Wrocław,51.1079,17.0385,rock,festiwal,13729,12746,300.0,3823800
50352,2024-12-14,Kraków,50.0647,19.945,rock,teatr,1886,1646,240.0,395040
50353,2025-05-11,Szczecin,53.4285,14.5528,reggae,klub,1448,821,70.0,57470
50354,2024-10-28,Wrocław,51.1079,17.0385,hip-hop,festiwal,31398,25893,220.0,5696460
50355,2024-06-29,Poznań,52.4064,16.9252,indie,klub,1012,887,90.0,79830
50356,2025-08-29,Warszawa,52.2297,21.0122,folk,amfiteatr,4487,3017,70.0,211190
50357,2024-04-08,Katowice,50.2649,19.0238,pop,festiwal,13159,9237,360.0,3325320
50358,2025-11-30,Łódź,51.7592,19.456,indie,klub,879,715,60.0,42900
50359,2024-04-25,Kraków,50.0647,19.945,reggae,klub,634,522,70.0,36540
50360,2024-07-09,Warszawa,52.2297,21.0122,pop,klub,881,506,140.0,70840
50361,2024-09-09,Łódź,51.7592,19.456,hip-hop,festiwal,31638,13715,220.0,3017300
50362,2024-06-09,Łódź,51.7592,19.456,reggae,klub,1273,337,100.0,33700
50363,2024-09-12,Kraków,50.0647,19.945,pop,stadion,66511,56582,250.0,14145500
50364,2024-11-18,Szczecin,53.4285,14.5528,hip-hop,klub,539,394,170.0,66980
50365,2024-05-07,Warszawa,52.2297,21.0122,classical,festiwal,39320,27996,220.0,6159120
50366,2024-01-18,Wrocław,51.1079,17.0385,indie,teatr,644,350,110.0,38500
50367,2025-07-19,Szczecin,53.4285,14.5528,indie,teatr,508,378,140.0,52920
50368,2025-07-23,Wrocław,51.1079,17.0385,folk,teatr,932,733,90.0,65970
50369,2024-11-18,Gdańsk,54.352,18.6466,hip-hop,klub,1313,900,160.0,144000
50370,2025-11-16,Wrocław,51.1079,17.0385,electronic,klub,495,302,120.0,36240
50371,2025-09-17,Kraków,50.0647,19.945,classical,festiwal,12159,6552,150.0,982800
50372,2024-10-14,Szczecin,53.4285,14.5528,jazz,klub,1400,1227,90.0,110430
50373,2025-10-24,Wrocław,51.1079,17.0385,pop,arena,14923,14201,310.0,4402310
50374,2025-09-30,Białystok,53.1325,23.1688,classical,klub,300,149,100.0,14900
50375,2024-06-03,Kraków,50.0647,19.945,hip-hop,klub,828,795,100.0,79500
50376,2025-05-04,Kraków,50.0647,19.945,metal,klub,227,167,110.0,18370
50377,2025-01-20,Warszawa,52.2297,21.0122,pop,amfiteatr,3485,3038,180.0,546840
50378,2024-04-13,Gdańsk,54.352,18.6466,rock,klub,257,88,130.0,11440
50379,2025-01-27,Wrocław,51.1079,17.0385,indie,stadion,62481,35500,130.0,4615000
50380,2024-09-02,Lublin,51.2465,22.5684,hip-hop,klub,496,401,150.0,60150
50381,2024-06-24,Poznań,52.4064,16.9252,rock,festiwal,61448,54841,190.0,10419790
50382,2024-02-08,Szczecin,53.4285,14.5528,folk,klub,1220,1153,70.0,80710
50383,2025-04-21,Warszawa,52.2297,21.0122,reggae,amfiteatr,4097,3308,140.0,463120
50384,2025-11-12,Lublin,51.2465,22.5684,jazz,amfiteatr,2401,2129,160.0,340640
50385,2025-06-21,Katowice,50.2649,19.0238,jazz,klub,1298,890,110.0,97900
50386,2025-02-11,Katowice,50.2649,19.0238,rock,amfiteatr,3177,2499,160.0,399840
50387,2025-06-08,Lublin,51.2465,22.5684,indie,amfiteatr,4381,3273,130.0,425490
50388,2025-05-20,Katowice,50.2649,19.0238,folk,teatr,1591,739,120.0,88680
50389,2024-02-05,Gdańsk,54.352,18.6466,metal,teatr,1170,968,230.0,222640
50390,2025-11-15,Warszawa,52.2297,21.0122,indie,klub,1448,965,80.0,77200
50391,2024-01-20,Warszawa,52.2297,21.0122,classical,stadion,48311,23394,210.0,4912740
50392,2024-11-16,Białystok,53.1325,23.1688,jazz,klub,345,237,80.0,18960
50393,2025-05-26,Gdańsk,54.352,18.6466,classical,klub,1464,1170,80.0,93600
50394,2025-02-03,Katowice,50.2649,19.0238,pop,amfiteatr,3407,2505,160.0,400800
50395,2025-10-15,Poznań,52.4064,16.9252,electronic,klub,1092,750,150.0,112500
50396,2025-04-15,Warszawa,52.2297,21.0122,hip-hop,teatr,743,354,250.0,88500
50397,2024-05-22,Warszawa,52.2297,21.0122,folk,teatr,1458,1214,150.0,182100
50398,2024-04-01,Łódź,51.7592,19.456,indie,amfiteatr,4249,3362,80.0,268960
50399,2024-12-19,Wrocław,51.1079,17.0385,jazz,amfiteatr,3548,2280,110.0,250800
50400,2025-12-27,Kraków,50.0647,19.945,classical,klub,352,175,100.0,17500
50401,2024-02-20,Poznań,52.4064,16.9252,reggae,klub,628,514,80.0,41120
50402,2025-10-26,Warszawa,52.2297,21.0122,pop,arena,7603,4283,270.0,1156410
50403,2025-11-28,Gdańsk,54.352,18.6466,hip-hop,klub,1349,1264,160.0,202240
50404,2025-07-28,Kraków,50.0647,19.945,hip-hop,klub,690,219,130.0,28470
50405,2024-07-08,Katowice,50.2649,19.0238,indie,klub,544,317,60.0,19020
50406,2024-05-04,Kraków,50.0647,19.945,folk,teatr,620,357,140.0,49980
50407,2024-05-29,Poznań,52.4064,16.9252,metal,stadion,66994,55804,180.0,10044720
50408,2024-11-09,Warszawa,52.2297,21.0122,reggae,klub,922,482,100.0,48200
50409,2025-07-23,Warszawa,52.2297,21.0122,indie,festiwal,66344,57135,110.0,6284850
50410,2024-12-07,Wrocław,51.1079,17.0385,classical,klub,727,700,90.0,63000
50411,2024-10-31,Poznań,52.4064,16.9252,electronic,klub,1405,1146,80.0,91680
50412,2025-11-22,Gdańsk,54.352,18.6466,rock,teatr,1922,1136,210.0,238560
50413,2025-11-12,Kraków,50.0647,19.945,metal,festiwal,37464,30977,150.0,4646550
50414,2024-02-23,Łódź,51.7592,19.456,folk,teatr,1465,1031,140.0,144340
50415,2025-03-19,Lublin,51.2465,22.5684,pop,klub,680,476,140.0,66640
50416,2025-09-04,Katowice,50.2649,19.0238,metal,teatr,1329,1189,130.0,154570
50417,2024-09-20,Warszawa,52.2297,21.0122,jazz,festiwal,34299,29048,230.0,6681040
50418,2024-02-22,Poznań,52.4064,16.9252,folk,stadion,67975,51511,170.0,8756870
50419,2025-07-25,Warszawa,52.2297,21.0122,electronic,festiwal,11462,8162,200.0,1632400
50420,2025-09-11,Kraków,50.0647,19.945,jazz,amfiteatr,7021,6366,90.0,572940
50421,2024-01-05,Szczecin,53.4285,14.5528,metal,stadion,35905,14203,250.0,3550750
50422,2024-04-12,Warszawa,52.2297,21.0122,rock,stadion,44920,10745,210.0,2256450
50423,2024-07-14,Poznań,52.4064,16.9252,rock,amfiteatr,1544,1342,110.0,147620
50424,2024-12-15,Gdańsk,54.352,18.6466,electronic,teatr,420,296,170.0,50320
50425,2024-02-16,Łódź,51.7592,19.456,hip-hop,arena,8753,8331,270.0,2249370
50426,2025-10-17,Gdańsk,54.352,18.6466,reggae,teatr,1493,1402,140.0,196280
50427,2024-09-25,Warszawa,52.2297,21.0122,pop,klub,1072,554,100.0,55400
50428,2025-01-04,Kraków,50.0647,19.945,hip-hop,klub,247,217,170.0,36890
50429,2025-09-27,Poznań,52.4064,16.9252,rock,stadion,37898,24024,360.0,8648640
50430,2024-04-15,Warszawa,52.2297,21.0122,rock,amfiteatr,4098,2187,130.0,284310
50431,2025-10-31,Wrocław,51.1079,17.0385,classical,amfiteatr,7930,6503,90.0,585270
50432,2025-10-20,Warszawa,52.2297,21.0122,jazz,klub,1201,1061,120.0,127320
50433,2025-10-18,Warszawa,52.2297,21.0122,metal,arena,4033,2852,190.0,541880
50434,2024-04-29,Wrocław,51.1079,17.0385,pop,klub,741,620,130.0,80600
50435,2025-08-26,Warszawa,52.2297,21.0122,electronic,amfiteatr,3540,2255,170.0,383350
50436,2024-02-27,Gdańsk,54.352,18.6466,metal,amfiteatr,1773,1222,170.0,207740
50437,2024-12-11,Łódź,51.7592,19.456,classical,festiwal,69123,59633,130.0,7752290
50438,2025-04-18,Katowice,50.2649,19.0238,rock,teatr,780,579,220.0,127380
50439,2024-04-26,Kraków,50.0647,19.945,electronic,teatr,1752,1628,240.0,390720
50440,2024-05-06,Warszawa,52.2297,21.0122,rock,stadion,69630,52840,290.0,15323600
50441,2025-01-27,Warszawa,52.2297,21.0122,pop,klub,214,170,180.0,30600
50442,2025-10-02,Gdańsk,54.352,18.6466,jazz,arena,3515,2268,130.0,294840
50443,2024-02-27,Łódź,51.7592,19.456,metal,festiwal,76727,64379,230.0,14807170
50444,2025-09-25,Warszawa,52.2297,21.0122,metal,festiwal,56216,28879,210.0,6064590
50445,2025-05-27,Szczecin,53.4285,14.5528,hip-hop,klub,353,130,130.0,16900
50446,2024-04-05,Warszawa,52.2297,21.0122,electronic,amfiteatr,2911,2786,140.0,390040
50447,2025-09-29,Poznań,52.4064,16.9252,reggae,klub,1432,1075,70.0,75250
50448,2024-04-27,Łódź,51.7592,19.456,classical,arena,3271,2691,110.0,296010
50449,2025-07-13,Lublin,51.2465,22.5684,reggae,festiwal,34162,21164,140.0,2962960
50450,2025-08-23,Łódź,51.7592,19.456,hip-hop,festiwal,16008,14442,240.0,3466080
50451,2025-05-02,Katowice,50.2649,19.0238,pop,festiwal,17987,17116,360.0,6161760
50452,2024-08-24,Wrocław,51.1079,17.0385,classical,klub,1292,1036,60.0,62160
50453,2024-09-28,Katowice,50.2649,19.0238,jazz,klub,446,303,110.0,33330
50454,2024-07-07,Warszawa,52.2297,21.0122,reggae,festiwal,13332,10377,140.0,1452780
50455,2025-12-04,Białystok,53.1325,23.1688,jazz,stadion,20787,16042,180.0,2887560
50456,2025-03-22,Poznań,52.4064,16.9252,reggae,klub,278,199,70.0,13930
50457,2025-08-03,Katowice,50.2649,19.0238,jazz,teatr,1022,846,130.0,109980
50458,2024-09-03,Poznań,52.4064,16.9252,reggae,arena,6841,3811,160.0,609760
50459,2024-03-16,Gdańsk,54.352,18.6466,jazz,festiwal,46444,34996,190.0,6649240
50460,2024-06-02,Poznań,52.4064,16.9252,hip-hop,teatr,924,900,300.0,270000
50461,2025-10-17,Łódź,51.7592,19.456,folk,klub,971,824,90.0,74160
50462,2025-03-10,Warszawa,52.2297,21.0122,classical,klub,1137,782,80.0,62560
50463,2024-03-26,Warszawa,52.2297,21.0122,electronic,teatr,1753,1528,240.0,366720
50464,2025-11-27,Kraków,50.0647,19.945,pop,festiwal,10066,6875,210.0,1443750
50465,2024-10-11,Warszawa,52.2297,21.0122,indie,festiwal,55246,45471,160.0,7275360
50466,2024-08-07,Lublin,51.2465,22.5684,rock,teatr,1789,1487,220.0,327140
50467,2024-03-09,Kraków,50.0647,19.945,electronic,teatr,1167,685,160.0,109600
50468,2024-02-16,Szczecin,53.4285,14.5528,rock,amfiteatr,6116,4690,110.0,515900
50469,2024-04-03,Wrocław,51.1079,17.0385,classical,arena,4140,3634,120.0,436080
50470,2025-03-28,Warszawa,52.2297,21.0122,electronic,arena,13506,12843,210.0,2697030
50471,2024-07-22,Katowice,50.2649,19.0238,jazz,arena,8730,7159,180.0,1288620
50472,2024-08-05,Łódź,51.7592,19.456,jazz,klub,684,596,90.0,53640
50473,2025-04-18,Poznań,52.4064,16.9252,indie,stadion,31772,26921,180.0,4845780
50474,2025-03-07,Gdańsk,54.352,18.6466,rock,klub,1387,941,110.0,103510
50475,2024-12-06,Łódź,51.7592,19.456,pop,amfiteatr,5971,2818,250.0,704500
50476,2025-07-04,Kraków,50.0647,19.945,classical,stadion,32940,25527,150.0,3829050
50477,2025-09-03,Szczecin,53.4285,14.5528,jazz,stadion,36932,15988,290.0,4636520
50478,2024-10-15,Szczecin,53.4285,14.5528,folk,klub,1297,663,70.0,46410
50479,2024-09-10,Gdańsk,54.352,18.6466,hip-hop,klub,272,214,150.0,32100
50480,2024-12-22,Kraków,50.0647,19.945,hip-hop,klub,507,426,150.0,63900
50481,2024-01-23,Łódź,51.7592,19.456,reggae,arena,3198,2960,150.0,444000
50482,2025-06-05,Warszawa,52.2297,21.0122,pop,klub,1353,927,120.0,111240
50483,2024-04-09,Warszawa,52.2297,21.0122,hip-hop,festiwal,42567,41361,290.0,11994690
50484,2024-06-28,Kraków,50.0647,19.945,reggae,amfiteatr,2071,1759,150.0,263850
50485,2024-08-10,Poznań,52.4064,16.9252,rock,amfiteatr,2290,1148,170.0,195160
50486,2025-10-20,Lublin,51.2465,22.5684,jazz,festiwal,52598,41456,140.0,5803840
50487,2025-03-17,Łódź,51.7592,19.456,jazz,klub,1374,904,70.0,63280
50488,2025-08-30,Łódź,51.7592,19.456,folk,amfiteatr,5240,2193,130.0,285090
50489,2024-11-20,Wrocław,51.1079,17.0385,electronic,amfiteatr,4777,4523,120.0,542760
50490,2025-05-30,Wrocław,51.1079,17.0385,hip-hop,klub,378,286,90.0,25740
50491,2024-01-16,Wrocław,51.1079,17.0385,rock,teatr,596,461,170.0,78370
50492,2024-12-01,Szczecin,53.4285,14.5528,metal,klub,934,893,140.0,125020
50493,2024-09-14,Warszawa,52.2297,21.0122,hip-hop,teatr,488,247,200.0,49400
50494,2025-05-11,Lublin,51.2465,22.5684,pop,amfiteatr,2298,1684,200.0,336800
50495,2024-06-08,Gdańsk,54.352,18.6466,electronic,klub,987,794,130.0,103220
50496,2025-04-19,Wrocław,51.1079,17.0385,hip-hop,amfiteatr,4295,3108,130.0,404040
50497,2025-10-25,Łódź,51.7592,19.456,rock,festiwal,55264,33820,300.0,10146000
50498,2025-11-20,Poznań,52.4064,16.9252,hip-hop,amfiteatr,6088,4584,190.0,870960
50499,2025-11-05,Lublin,51.2465,22.5684,pop,arena,10297,7986,270.0,2156220
50500,2025-01-14,Białystok,53.1325,23.1688,metal,teatr,1064,883,220.0,194260
50501,2025-06-28,Wrocław,51.1079,17.0385,classical,klub,1236,963,110.0,105930
50502,2025-11-21,Kraków,50.0647,19.945,indie,klub,1070,889,70.0,62230
50503,2025-03-02,Gdańsk,54.352,18.6466,metal,klub,931,634,80.0,50720
50504,2025-09-04,Białystok,53.1325,23.1688,reggae,amfiteatr,2629,2338,140.0,327320
50505,2024-09-24,Kraków,50.0647,19.945,hip-hop,teatr,1798,1450,210.0,304500
50506,2025-07-30,Gdańsk,54.352,18.6466,jazz,amfiteatr,3105,2124,180.0,382320
50507,2025-02-20,Gdańsk,54.352,18.6466,folk,amfiteatr,5278,3206,120.0,384720
50508,2024-06-16,Łódź,51.7592,19.456,jazz,klub,897,584,70.0,40880
50509,2024-02-12,Warszawa,52.2297,21.0122,metal,klub,1322,838,130.0,108940
50510,2025-07-09,Łódź,51.7592,19.456,jazz,klub,793,584,90.0,52560
50511,2024-10-11,Białystok,53.1325,23.1688,rock,klub,1085,658,120.0,78960
50512,2025-01-31,Warszawa,52.2297,21.0122,jazz,klub,1051,692,70.0,48440
50513,2024-01-12,Kraków,50.0647,19.945,electronic,arena,12407,7216,280.0,2020480
50514,2025-08-29,Szczecin,53.4285,14.5528,classical,klub,524,372,90.0,33480
50515,2024-10-28,Warszawa,52.2297,21.0122,hip-hop,klub,1178,1095,140.0,153300
50516,2024-09-09,Lublin,51.2465,22.5684,jazz,klub,1155,948,120.0,113760
50517,2025-05-13,Poznań,52.4064,16.9252,pop,klub,1093,800,150.0,120000
50518,2024-02-04,Kraków,50.0647,19.945,classical,amfiteatr,2890,2760,110.0,303600
50519,2025-12-27,Lublin,51.2465,22.5684,classical,teatr,1741,1235,170.0,209950
50520,2024-03-30,Wrocław,51.1079,17.0385,jazz,amfiteatr,5739,2977,160.0,476320
50521,2025-08-27,Poznań,52.4064,16.9252,classical,arena,7479,4772,200.0,954400
50522,2025-08-24,Wrocław,51.1079,17.0385,folk,klub,415,323,90.0,29070
50523,2025-02-21,Gdańsk,54.352,18.6466,jazz,teatr,1784,1578,150.0,236700
50524,2024-04-24,Warszawa,52.2297,21.0122,rock,klub,523,388,110.0,42680
50525,2025-09-08,Wrocław,51.1079,17.0385,metal,klub,1238,1182,90.0,106380
50526,2024-07-14,Szczecin,53.4285,14.5528,electronic,klub,416,310,130.0,40300
50527,2025-05-15,Kraków,50.0647,19.945,indie,klub,1150,1064,70.0,74480
50528,2025-09-17,Łódź,51.7592,19.456,reggae,klub,382,266,100.0,26600
50529,2025-05-07,Kraków,50.0647,19.945,classical,klub,469,416,60.0,24960
50530,2024-03-15,Katowice,50.2649,19.0238,rock,festiwal,66240,54156,180.0,9748080
50531,2025-02-16,Warszawa,52.2297,21.0122,hip-hop,klub,1069,647,110.0,71170
50532,2025-01-10,Szczecin,53.4285,14.5528,hip-hop,klub,666,646,100.0,64600
50533,2025-02-23,Poznań,52.4064,16.9252,reggae,teatr,704,613,150.0,91950
50534,2025-12-29,Kraków,50.0647,19.945,electronic,klub,1367,1171,90.0,105390
50535,2024-10-03,Warszawa,52.2297,21.0122,classical,klub,310,269,60.0,16140
50536,2025-11-06,Warszawa,52.2297,21.0122,folk,amfiteatr,6609,4941,60.0,296460
50537,2025-01-28,Poznań,52.4064,16.9252,reggae,klub,431,278,100.0,27800
50538,2025-04-01,Wrocław,51.1079,17.0385,electronic,klub,794,531,140.0,74340
50539,2024-07-10,Katowice,50.2649,19.0238,classical,arena,4577,3141,120.0,376920
50540,2025-11-19,Wrocław,51.1079,17.0385,rock,klub,1496,1196,130.0,155480
50541,2024-04-08,Kraków,50.0647,19.945,metal,stadion,48350,43024,250.0,10756000
50542,2025-07-01,Gdańsk,54.352,18.6466,folk,teatr,572,467,90.0,42030
50543,2024-04-05,Łódź,51.7592,19.456,indie,klub,1172,555,80.0,44400
50544,2025-10-25,Warszawa,52.2297,21.0122,hip-hop,stadion,53798,48392,270.0,13065840
50545,2025-10-24,Warszawa,52.2297,21.0122,pop,arena,13785,9437,320.0,3019840
50546,2024-07-08,Warszawa,52.2297,21.0122,rock,klub,747,305,80.0,24400
50547,2024-02-06,Łódź,51.7592,19.456,hip-hop,festiwal,71957,51428,370.0,19028360
50548,2025-01-03,Łódź,51.7592,19.456,jazz,klub,1113,618,70.0,43260
50549,2025-11-25,Poznań,52.4064,16.9252,pop,arena,9358,7384,290.0,2141360
50550,2025-06-08,Lublin,51.2465,22.5684,hip-hop,klub,333,173,170.0,29410
50551,2024-10-05,Katowice,50.2649,19.0238,electronic,arena,6197,3521,150.0,528150
50552,2024-08-04,Gdańsk,54.352,18.6466,folk,klub,885,618,70.0,43260
50553,2024-09-29,Lublin,51.2465,22.5684,hip-hop,teatr,1575,749,200.0,149800
50554,2024-03-02,Kraków,50.0647,19.945,indie,klub,530,376,80.0,30080
50555,2025-08-18,Warszawa,52.2297,21.0122,metal,arena,14646,10736,160.0,1717760
50556,2025-12-29,Kraków,50.0647,19.945,electronic,arena,10037,7899,160.0,1263840
50557,2024-12-07,Warszawa,52.2297,21.0122,rock,teatr,1905,886,200.0,177200
50558,2025-01-31,Poznań,52.4064,16.9252,rock,stadion,62267,21682,270.0,5854140
50559,2025-11-29,Szczecin,53.4285,14.5528,rock,festiwal,23386,18321,260.0,4763460
50560,2024-01-19,Warszawa,52.2297,21.0122,rock,teatr,1589,1300,150.0,195000
50561,2024-06-25,Warszawa,52.2297,21.0122,metal,amfiteatr,6808,4534,130.0,589420
50562,2025-09-03,Poznań,52.4064,16.9252,hip-hop,klub,277,252,140.0,35280
50563,2025-01-30,Białystok,53.1325,23.1688,classical,arena,10090,4490,160.0,718400
50564,2025-03-20,Kraków,50.0647,19.945,hip-hop,teatr,1087,985,210.0,206850
50565,2024-08-20,Poznań,52.4064,16.9252,jazz,amfiteatr,7664,2580,120.0,309600
50566,2024-03-16,Warszawa,52.2297,21.0122,folk,amfiteatr,6161,5292,80.0,423360
50567,2024-09-21,Warszawa,52.2297,21.0122,pop,klub,1407,1245,120.0,149400
50568,2025-03-30,Szczecin,53.4285,14.5528,classical,klub,1445,384,70.0,26880
50569,2025-12-18,Szczecin,53.4285,14.5528,classical,arena,7922,4764,120.0,571680
50570,2025-01-18,Warszawa,52.2297,21.0122,hip-hop,teatr,1751,1231,250.0,307750
50571,2025-07-17,Szczecin,53.4285,14.5528,classical,arena,9322,6367,160.0,1018720
50572,2025-05-20,Gdańsk,54.352,18.6466,reggae,arena,13003,4934,140.0,690760
50573,2025-01-01,Lublin,51.2465,22.5684,reggae,teatr,1535,1232,120.0,147840
50574,2024-05-23,Poznań,52.4064,16.9252,jazz,klub,1282,960,80.0,76800
50575,2024-03-09,Poznań,52.4064,16.9252,pop,amfiteatr,6946,2914,210.0,611940
50576,2024-04-08,Poznań,52.4064,16.9252,indie,arena,12836,11590,170.0,1970300
50577,2025-01-30,Łódź,51.7592,19.456,metal,klub,868,329,120.0,39480
50578,2024-01-25,Warszawa,52.2297,21.0122,hip-hop,arena,3190,2451,290.0,710790
50579,2025-04-13,Warszawa,52.2297,21.0122,metal,teatr,1623,1058,220.0,232760
50580,2025-04-28,Kraków,50.0647,19.945,indie,klub,907,455,70.0,31850
50581,2025-07-18,Łódź,51.7592,19.456,hip-hop,klub,1258,1180,90.0,106200
50582,2024-05-30,Kraków,50.0647,19.945,hip-hop,amfiteatr,1878,1790,200.0,358000
50583,2024-05-23,Łódź,51.7592,19.456,pop,klub,586,566,120.0,67920
50584,2025-07-22,Szczecin,53.4285,14.5528,metal,stadion,40213,33712,280.0,9439360
50585,2024-02-08,Warszawa,52.2297,21.0122,reggae,stadion,26380,13991,240.0,3357840
50586,2024-04-18,Łódź,51.7592,19.456,rock,arena,3615,3232,240.0,775680
50587,2025-11-23,Wrocław,51.1079,17.0385,metal,festiwal,60906,47927,190.0,9106130
50588,2024-02-11,Lublin,51.2465,22.5684,folk,klub,663,335,70.0,23450
50589,2024-07-04,Warszawa,52.2297,21.0122,folk,stadion,51973,29739,180.0,5353020
50590,2025-02-01,Łódź,51.7592,19.456,hip-hop,klub,1166,1014,160.0,162240
50591,2024-08-10,Lublin,51.2465,22.5684,rock,festiwal,30651,14123,280.0,3954440
50592,2025-09-25,Szczecin,53.4285,14.5528,electronic,klub,1310,1166,160.0,186560
50593,2024-05-12,Łódź,51.7592,19.456,indie,stadion,40008,22588,130.0,2936440
50594,2024-06-11,Poznań,52.4064,16.9252,jazz,klub,1346,376,90.0,33840
50595,2024-08-02,Gdańsk,54.352,18.6466,rock,klub,1042,799,90.0,71910
50596,2024-08-22,Lublin,51.2465,22.5684,jazz,klub,889,609,70.0,42630
50597,2025-10-19,Gdańsk,54.352,18.6466,metal,klub,774,488,130.0,63440
50598,2025-08-10,Warszawa,52.2297,21.0122,metal,teatr,1907,1261,230.0,290030
50599,2024-01-09,Białystok,53.1325,23.1688,jazz,klub,364,311,80.0,24880
50600,2024-03-14,Łódź,51.7592,19.456,indie,amfiteatr,7620,7118,70.0,498260
50601,2025-05-06,Łódź,51.7592,19.456,rock,amfiteatr,7318,5952,130.0,773760
50602,2024-09-09,Kraków,50.0647,19.945,electronic,stadion,36766,25631,370.0,9483470
50603,2024-08-17,Łódź,51.7592,19.456,hip-hop,klub,408,362,110.0,39820
50604,2025-06-02,Wrocław,51.1079,17.0385,pop,klub,423,321,100.0,32100
50605,2024-06-22,Gdańsk,54.352,18.6466,metal,teatr,402,288,120.0,34560
50606,2025-10-14,Warszawa,52.2297,21.0122,folk,klub,571,439,60.0,26340
50607,2024-06-16,Łódź,51.7592,19.456,indie,klub,810,488,90.0,43920
50608,2024-06-18,Szczecin,53.4285,14.5528,pop,stadion,28307,21266,320.0,6805120
50609,2025-01-27,Warszawa,52.2297,21.0122,electronic,teatr,1693,1466,190.0,278540
50610,2025-09-25,Szczecin,53.4285,14.5528,classical,teatr,846,377,100.0,37700
50611,2024-07-12,Wrocław,51.1079,17.0385,hip-hop,klub,1476,968,130.0,125840
50612,2025-05-31,Lublin,51.2465,22.5684,metal,festiwal,60492,46853,250.0,11713250
